age,job,marital,default,housing,loan,day,month,duration,pdays,deposit,was_previously_contacted,pdays_contacted,has_debt,net_balance_indicator,financial_stress,previous_log1p,balance_log1p,campaign_capped,poutcome_is_unknown,contact_is_unknown,poutcome_failure,poutcome_other,poutcome_success,contact_cellular,contact_telephone,education_primary,education_secondary,education_tertiary,education_unknown
47,services,married,no,no,no,20,aug,216,-1,0,0,,0,1,0,0.0,9.055556158175316,9.0,1,0,False,False,False,True,False,False,True,False,False
41,admin.,single,no,yes,no,12,may,22,-1,0,0,,1,1,0,0.0,8.86403999703599,8.0,1,0,False,False,False,True,False,False,True,False,False
39,technician,single,no,yes,yes,8,apr,201,-1,0,0,,1,1,1,0.0,8.97423821949758,2.0,1,0,False,False,False,True,False,False,True,False,False
53,admin.,divorced,no,yes,no,13,may,151,-1,0,0,,1,1,0,0.0,8.914760527397261,1.0,1,1,False,False,False,False,False,False,True,False,False
45,self-employed,married,no,no,no,28,aug,238,-1,0,0,,0,1,0,0.0,8.888066854754783,1.0,1,0,False,False,False,True,False,False,True,False,False
30,services,single,no,no,no,24,jul,86,-1,0,0,,0,1,0,0.0,8.87024156729927,1.0,1,1,False,False,False,False,False,False,True,False,False
39,services,married,no,yes,no,8,may,503,-1,0,0,,1,0,0,0.0,8.831857935197906,1.0,1,0,False,False,False,True,False,False,True,False,False
30,self-employed,single,no,no,no,14,oct,404,-1,0,0,,0,1,0,0.0,9.398644000447685,2.0,1,0,False,False,False,True,False,False,True,False,False
32,admin.,divorced,no,yes,yes,13,may,93,-1,0,0,,1,1,1,0.0,9.04310445260027,1.0,1,1,False,False,False,False,False,False,True,False,False
66,retired,married,no,no,no,12,feb,388,-1,0,0,,0,1,0,0.0,8.93971205409023,4.0,1,0,False,False,False,True,False,False,True,False,False
26,blue-collar,married,no,yes,no,22,jul,1288,-1,0,0,,1,1,0,0.0,8.888480847722816,2.0,1,0,False,False,False,True,False,True,False,False,False
30,services,single,no,yes,no,23,may,206,-1,0,0,,1,1,0,0.0,9.047586120674756,1.0,1,1,False,False,False,False,False,False,True,False,False
42,services,single,no,no,no,30,jul,73,-1,0,0,,0,1,0,0.0,8.96482339168508,2.0,1,0,False,False,False,True,False,False,False,False,True
44,management,married,no,yes,no,6,aug,265,-1,0,0,,1,1,0,0.0,8.835064935031076,2.0,1,0,False,False,False,True,False,False,False,True,False
38,services,married,no,yes,no,17,apr,55,344,0,1,344.0,1,1,0,0.6931471805599453,8.903271585724212,1.0,0,0,True,False,False,True,False,False,True,False,False
31,technician,divorced,no,yes,no,4,jun,135,-1,0,0,,1,1,0,0.0,9.777697546477828,2.0,1,1,False,False,False,False,False,False,True,False,False
34,technician,married,no,yes,no,27,may,124,-1,0,0,,1,0,1,0.0,8.793308627496552,2.0,1,1,False,False,False,False,False,False,True,False,False
42,blue-collar,married,no,yes,no,17,apr,400,-1,0,0,,1,1,0,0.0,8.890548245606167,3.0,1,0,False,False,False,True,False,False,True,False,False
34,admin.,divorced,no,yes,no,6,may,90,-1,0,0,,1,1,0,0.0,8.84159284680318,1.0,1,1,False,False,False,False,False,False,True,False,False
31,blue-collar,single,no,yes,no,14,may,414,175,0,1,175.0,1,1,0,0.6931471805599453,8.878636747430072,1.0,0,0,True,False,False,True,False,False,False,True,False
30,technician,married,no,yes,no,8,may,17,-1,0,0,,1,1,0,0.0,8.832441791585824,5.0,1,0,False,False,False,True,False,False,True,False,False
31,management,single,no,no,no,29,aug,153,-1,0,0,,0,1,0,0.0,8.898365606955357,2.0,1,0,False,False,False,True,False,False,False,True,False
47,blue-collar,married,no,yes,no,14,jul,151,-1,0,0,,1,1,0,0.0,9.198976041897133,2.0,1,0,False,False,False,True,False,True,False,False,False
52,blue-collar,married,no,no,no,20,jun,83,-1,0,0,,0,1,0,0.0,9.118773178450692,3.0,1,1,False,False,False,False,False,False,True,False,False
31,blue-collar,married,no,yes,no,23,may,559,-1,0,0,,1,0,1,0.0,8.699681400989514,3.0,1,1,False,False,False,False,False,True,False,False,False
51,admin.,married,no,no,no,28,jan,148,-1,0,0,,0,1,0,0.0,9.160204302482386,2.0,1,0,False,False,False,False,True,False,True,False,False
48,services,married,no,yes,no,6,may,182,355,0,1,355.0,1,1,0,0.6931471805599453,9.153346650456063,2.0,0,0,True,False,False,True,False,False,True,False,False
47,blue-collar,married,no,yes,no,7,may,113,-1,0,0,,1,1,0,0.0,8.90910013492555,1.0,1,1,False,False,False,False,False,True,False,False,False
55,retired,married,no,yes,no,30,apr,878,-1,0,0,,1,1,0,0.0,8.882669291308039,1.0,1,0,False,False,False,True,False,False,False,True,False
58,entrepreneur,married,no,yes,yes,12,may,206,337,0,1,337.0,1,1,1,1.9459101490553132,8.98744678941718,6.0,0,0,True,False,False,False,True,True,False,False,False
74,retired,married,no,no,no,21,oct,129,-1,0,0,,0,1,0,0.0,9.372544251851037,3.0,1,0,False,False,False,False,True,False,False,True,False
30,technician,single,no,no,yes,27,aug,60,-1,0,0,,1,1,1,0.0,8.85978949474541,3.0,1,0,False,False,False,True,False,False,True,False,False
40,management,married,yes,no,no,28,jul,165,-1,0,0,,0,0,1,0.0,8.831857935197906,5.0,1,0,False,False,False,True,False,False,False,True,False
50,blue-collar,married,no,yes,yes,28,aug,36,-1,0,0,,1,1,1,0.0,8.911125383710678,3.0,1,0,False,False,False,True,False,True,False,False,False
36,management,divorced,no,no,no,16,jul,237,91,0,1,91.0,0,1,0,0.6931471805599453,8.922391597295857,2.0,0,0,True,False,False,True,False,False,False,True,False
26,admin.,divorced,no,yes,no,4,jun,357,-1,0,0,,1,0,1,0.0,8.825265953515752,2.0,1,1,False,False,False,False,False,False,True,False,False
30,admin.,married,no,no,no,27,oct,3284,-1,0,0,,0,1,0,0.0,9.0068768914288,1.0,1,0,False,False,False,False,True,False,True,False,False
34,blue-collar,married,no,yes,no,7,may,1062,-1,0,0,,1,1,0,0.0,9.122273893107732,1.0,1,1,False,False,False,False,False,False,True,False,False
53,unemployed,single,no,no,no,30,jul,259,-1,0,0,,0,1,0,0.0,8.832441791585824,3.0,1,0,False,False,False,True,False,False,True,False,False
42,blue-collar,married,no,yes,no,3,apr,697,-1,0,0,,1,1,0,0.0,9.005282288208358,2.0,1,0,False,False,False,True,False,False,True,False,False
33,management,married,no,yes,no,4,jun,99,-1,0,0,,1,1,0,0.0,9.066123521215774,4.0,1,1,False,False,False,False,False,False,False,True,False
35,unemployed,married,no,yes,no,14,apr,266,-1,0,0,,1,1,0,0.0,9.097059685517216,3.0,1,0,False,False,False,False,True,False,True,False,False
33,services,married,no,yes,no,8,may,207,-1,0,0,,1,1,0,0.0,9.382864086290027,3.0,1,1,False,False,False,False,False,False,True,False,False
41,admin.,divorced,no,yes,no,6,may,87,-1,0,0,,1,1,0,0.0,8.877800393882575,4.0,1,1,False,False,False,False,False,False,True,False,False
40,blue-collar,married,no,yes,no,17,apr,642,304,0,1,304.0,1,1,0,0.6931471805599453,8.926384681265215,2.0,0,0,True,False,False,True,False,False,True,False,False
32,management,single,no,no,no,5,jun,231,-1,0,0,,0,1,0,0.0,9.058470422638056,2.0,1,1,False,False,False,False,False,False,False,True,False
54,management,married,no,no,no,9,may,155,-1,0,0,,0,1,0,0.0,8.854093907655518,3.0,1,1,False,False,False,False,False,False,False,True,False
31,unemployed,single,no,yes,no,7,may,11,-1,0,0,,1,1,0,0.0,8.85209276347713,2.0,1,0,False,False,False,False,True,False,False,True,False
35,services,married,no,no,yes,31,jul,30,-1,0,0,,1,1,1,0.0,8.885440911707585,13.0,1,0,False,False,False,True,False,False,True,False,False
47,services,single,no,no,no,9,jun,83,-1,0,0,,0,1,0,0.0,9.25846364715791,2.0,1,1,False,False,False,False,False,False,True,False,False
48,blue-collar,married,yes,yes,no,14,may,212,-1,0,0,,1,0,1,0.0,8.82453082152646,6.0,1,0,False,False,False,True,False,True,False,False,False
50,management,married,no,no,yes,4,jul,608,-1,0,0,,1,1,1,0.0,8.895903562215581,1.0,1,1,False,False,False,False,False,False,False,True,False
33,blue-collar,single,no,no,no,20,jun,13,-1,0,0,,0,1,0,0.0,8.83840674707681,12.0,1,1,False,False,False,False,False,False,True,False,False
40,blue-collar,married,no,yes,no,6,may,119,-1,0,0,,1,1,0,0.0,8.838551790227402,1.0,1,1,False,False,False,False,False,True,False,False,False
60,retired,married,no,no,no,29,jun,135,95,0,1,95.0,0,1,0,1.6094379124341003,9.094817280720644,4.0,0,0,True,False,False,True,False,False,True,False,False
68,retired,married,no,no,no,4,mar,92,-1,0,0,,0,1,0,0.0,9.007612005404566,5.0,1,0,False,False,False,False,True,False,True,False,False
54,blue-collar,married,no,yes,no,26,may,227,-1,0,0,,1,0,1,0.0,8.77770959579525,1.0,1,1,False,False,False,False,False,False,False,False,True
30,management,single,no,no,no,12,aug,180,-1,0,0,,0,1,0,0.0,8.881558488638976,3.0,1,0,False,False,False,True,False,False,False,True,False
42,blue-collar,single,no,yes,yes,26,may,167,-1,0,0,,1,0,1,0.0,8.821879862683842,1.0,1,1,False,False,False,False,False,True,False,False,False
57,retired,married,no,no,no,28,aug,31,-1,0,0,,0,0,1,0.0,8.808668062106715,9.0,1,0,False,False,False,True,False,False,False,False,True
28,management,single,no,yes,no,30,apr,239,-1,0,0,,1,1,0,0.0,8.877521453852872,1.0,1,0,False,False,False,True,False,False,False,True,False
55,management,married,no,no,no,16,jun,64,-1,0,0,,0,1,0,0.0,8.844336332748933,1.0,1,0,False,False,False,False,True,False,False,True,False
42,blue-collar,married,no,yes,no,18,nov,203,-1,0,0,,1,1,0,0.0,8.92665032079394,1.0,1,0,False,False,False,True,False,False,True,False,False
49,housemaid,married,no,yes,no,25,jul,42,-1,0,0,,1,0,0,0.0,8.831857935197906,3.0,1,0,False,False,False,True,False,True,False,False,False
41,management,divorced,no,yes,yes,16,jul,106,-1,0,0,,1,1,1,0.0,9.342771159156673,1.0,1,0,False,False,False,True,False,False,False,True,False
31,technician,single,no,no,no,7,aug,123,-1,0,0,,0,1,0,0.0,8.837681215593197,2.0,1,0,False,False,False,True,False,False,True,False,False
33,blue-collar,single,no,yes,no,7,apr,329,322,0,1,322.0,1,1,0,0.6931471805599453,8.92996487470684,1.0,0,0,True,False,False,True,False,False,True,False,False
55,admin.,married,no,yes,no,30,may,41,-1,0,0,,1,1,0,0.0,8.891374009484636,3.0,1,1,False,False,False,False,False,False,True,False,False
34,technician,single,no,yes,no,17,apr,158,-1,0,0,,1,0,0,0.0,8.831857935197906,2.0,1,0,False,False,False,True,False,False,False,True,False
38,entrepreneur,married,no,no,no,5,feb,173,-1,0,0,,0,1,0,0.0,8.84130362048157,1.0,1,0,False,False,False,True,False,False,True,False,False
46,blue-collar,married,no,yes,no,11,may,254,-1,0,0,,1,0,1,0.0,8.82790796297859,1.0,1,0,False,False,False,True,False,False,True,False,False
49,services,single,no,yes,no,7,may,99,-1,0,0,,1,1,0,0.0,8.848365694942547,2.0,1,1,False,False,False,False,False,True,False,False,False
44,technician,single,no,no,no,3,feb,111,124,0,1,124.0,0,1,0,1.0986122886681098,8.926251835034533,1.0,0,0,False,True,False,True,False,False,False,True,False
57,technician,divorced,no,yes,no,14,may,173,-1,0,0,,1,1,0,0.0,9.2057297594185,11.0,1,1,False,False,False,False,False,False,True,False,False
44,housemaid,married,no,yes,no,8,may,604,-1,0,0,,1,1,0,0.0,8.872066513408342,1.0,1,1,False,False,False,False,False,False,True,False,False
42,self-employed,married,no,yes,no,16,may,192,-1,0,0,,1,1,0,0.0,9.080345575359996,13.0,1,1,False,False,False,False,False,False,False,True,False
37,management,divorced,no,yes,no,19,aug,97,-1,0,0,,1,1,0,0.0,8.899730794880696,6.0,1,0,False,False,False,True,False,False,False,True,False
42,blue-collar,single,no,yes,no,15,may,7,371,0,1,371.0,1,1,0,1.791759469228055,8.854379458771108,4.0,0,0,True,False,False,False,True,True,False,False,False
33,blue-collar,married,no,yes,yes,31,jul,16,-1,0,0,,1,0,1,0.0,8.831857935197906,13.0,1,0,False,False,False,True,False,False,True,False,False
31,blue-collar,married,no,yes,yes,27,may,185,-1,0,0,,1,1,1,0.0,8.910045761473558,1.0,1,1,False,False,False,False,False,False,True,False,False
34,admin.,married,no,yes,no,17,apr,113,332,0,1,332.0,1,1,0,1.0986122886681098,9.025936648977904,1.0,0,0,True,False,False,True,False,False,True,False,False
26,blue-collar,single,no,no,yes,7,jul,575,-1,0,0,,1,1,1,0.0,8.892473968347087,1.0,1,0,False,False,False,True,False,False,True,False,False
42,technician,married,no,yes,no,25,may,365,-1,0,0,,1,1,0,0.0,8.967376693212666,5.0,1,0,False,False,False,True,False,False,True,False,False
41,technician,single,no,no,yes,20,nov,222,98,0,1,98.0,1,1,1,1.6094379124341003,8.938269147038548,4.0,0,0,False,True,False,True,False,False,True,False,False
35,technician,married,no,yes,no,31,jul,65,-1,0,0,,1,1,0,0.0,8.847503625923641,3.0,1,0,False,False,False,True,False,False,False,True,False
26,student,single,no,no,no,30,apr,268,-1,0,0,,0,1,0,0.0,8.834628222017367,1.0,1,0,False,False,False,False,True,False,False,False,True
42,management,married,no,yes,no,9,jul,497,-1,0,0,,1,1,0,0.0,8.860499167616016,1.0,1,0,False,False,False,True,False,False,False,True,False
36,blue-collar,married,no,yes,no,5,may,286,-1,0,0,,1,1,0,0.0,8.89521858376562,1.0,1,1,False,False,False,False,False,True,False,False,False
60,admin.,single,no,no,no,5,feb,175,8,0,1,8.0,0,1,0,0.6931471805599453,8.898638793680181,2.0,0,0,False,True,False,True,False,False,True,False,False
51,entrepreneur,married,no,yes,yes,15,apr,87,-1,0,0,,1,1,1,0.0,8.93260863037757,2.0,1,0,False,False,False,True,False,True,False,False,False
32,management,single,no,no,no,22,aug,148,-1,0,0,,0,0,0,0.0,8.831857935197906,2.0,1,0,False,False,False,True,False,False,False,True,False
46,blue-collar,married,no,yes,no,15,may,164,-1,0,0,,1,1,0,0.0,8.90720619496548,2.0,1,1,False,False,False,False,False,False,True,False,False
31,blue-collar,single,no,no,no,13,may,275,357,0,1,357.0,0,1,0,0.6931471805599453,9.10974625674048,2.0,0,0,False,True,False,True,False,False,True,False,False
42,housemaid,divorced,no,yes,no,22,jul,178,-1,0,0,,1,1,0,0.0,9.018574356354229,1.0,1,0,False,False,False,True,False,False,True,False,False
45,technician,married,no,yes,no,5,may,95,-1,0,0,,1,1,0,0.0,8.838261682885651,4.0,1,1,False,False,False,False,False,False,True,False,False
31,management,divorced,no,no,yes,22,aug,119,-1,0,0,,1,0,1,0.0,8.830981510952498,6.0,1,0,False,False,False,True,False,False,False,True,False
41,technician,divorced,no,yes,no,12,aug,173,-1,0,0,,1,1,0,0.0,9.045465728785949,2.0,1,0,False,False,False,True,False,False,True,False,False
28,blue-collar,single,no,yes,no,11,may,133,-1,0,0,,1,1,0,0.0,9.296793259706382,2.0,1,0,False,False,False,True,False,False,True,False,False
41,technician,divorced,no,no,no,20,aug,351,-1,0,0,,0,1,0,0.0,8.8427489162961,2.0,1,0,False,False,False,True,False,False,True,False,False
36,student,single,no,no,no,12,jun,81,-1,0,0,,0,1,0,0.0,8.85666093701725,1.0,1,1,False,False,False,False,False,False,False,False,True
41,blue-collar,married,no,yes,no,14,may,90,-1,0,0,,1,1,0,0.0,8.882530508433623,5.0,1,0,False,False,False,True,False,False,True,False,False
40,blue-collar,married,no,no,no,3,nov,177,85,0,1,85.0,0,1,0,1.3862943611198906,9.030854790001436,2.0,0,0,True,False,False,True,False,False,True,False,False
40,services,divorced,no,no,yes,18,jul,191,-1,0,0,,1,1,1,0.0,8.838986793496787,1.0,1,0,False,False,False,True,False,False,True,False,False
58,blue-collar,married,no,no,no,17,jun,97,-1,0,0,,0,1,0,0.0,8.9082888855571,1.0,1,1,False,False,False,False,False,False,True,False,False
32,management,married,no,yes,no,27,may,241,-1,0,0,,1,0,1,0.0,8.774312958285378,1.0,1,1,False,False,False,False,False,False,False,True,False
30,technician,married,no,yes,no,30,apr,551,-1,0,0,,1,1,0,0.0,8.916640227198839,1.0,1,0,False,False,False,True,False,False,False,True,False
43,management,divorced,no,no,yes,9,jul,189,-1,0,0,,1,0,1,0.0,8.770128527538184,1.0,1,0,False,False,False,True,False,False,False,True,False
33,technician,single,no,no,no,26,aug,158,-1,0,0,,0,1,0,0.0,8.898092345579153,9.0,1,0,False,False,False,True,False,False,False,True,False
30,management,single,no,no,no,23,mar,269,-1,0,0,,0,1,0,0.0,8.832149906002899,1.0,1,0,False,False,False,True,False,False,False,True,False
37,services,divorced,no,yes,no,14,may,189,371,0,1,371.0,1,1,0,0.6931471805599453,8.866440619526173,1.0,0,0,True,False,False,True,False,False,True,False,False
40,technician,divorced,no,no,no,29,aug,299,-1,0,0,,0,0,0,0.0,8.831857935197906,3.0,1,0,False,False,False,True,False,False,True,False,False
39,services,single,no,yes,no,11,may,35,350,0,1,350.0,1,1,0,0.6931471805599453,8.877800393882575,1.0,0,0,True,False,False,True,False,False,True,False,False
39,management,divorced,no,yes,yes,2,jun,550,-1,0,0,,1,1,1,0.0,9.109635667854551,3.0,1,1,False,False,False,False,False,False,False,True,False
26,entrepreneur,married,yes,no,yes,25,jul,730,-1,0,0,,1,1,1,0.0,8.852664927703866,1.0,1,0,False,False,False,True,False,False,False,True,False
35,services,married,no,yes,no,24,jul,810,-1,0,0,,1,0,0,0.0,8.831857935197906,1.0,1,0,False,False,False,True,False,False,True,False,False
59,management,married,no,yes,yes,19,nov,103,-1,0,0,,1,1,1,0.0,9.237663667625073,1.0,1,0,False,False,False,True,False,False,False,False,True
31,entrepreneur,married,no,yes,yes,29,jan,161,188,0,1,188.0,1,1,1,2.302585092994046,8.83331693749932,3.0,0,0,True,False,False,True,False,False,True,False,False
36,management,single,no,yes,no,25,aug,141,-1,0,0,,1,1,0,0.0,9.069928218259438,4.0,1,0,False,False,False,True,False,False,False,True,False
26,technician,single,no,yes,no,29,jul,70,-1,0,0,,1,1,0,0.0,8.84404789894249,3.0,1,0,False,False,False,True,False,False,True,False,False
36,housemaid,married,no,no,no,20,jun,55,-1,0,0,,0,1,0,0.0,8.918784137975802,5.0,1,1,False,False,False,False,False,True,False,False,False
59,technician,married,no,no,yes,29,jul,25,-1,0,0,,1,1,1,0.0,8.875985891325971,5.0,1,0,False,False,False,True,False,True,False,False,False
42,services,married,no,yes,no,14,may,346,372,0,1,372.0,1,1,0,0.6931471805599453,8.854093907655518,5.0,0,0,False,True,False,False,True,False,True,False,False
35,blue-collar,married,no,yes,no,2,jun,200,-1,0,0,,1,1,0,0.0,9.082279701908664,3.0,1,1,False,False,False,False,False,False,True,False,False
59,blue-collar,married,no,no,no,30,jan,85,-1,0,0,,0,1,0,0.0,9.154193211353181,2.0,1,0,False,False,False,True,False,False,True,False,False
44,technician,married,no,no,no,11,aug,48,-1,0,0,,0,1,0,0.0,9.39366142910322,2.0,1,0,False,False,False,True,False,False,True,False,False
34,management,married,no,yes,no,16,jul,513,-1,0,0,,1,1,0,0.0,8.910045761473558,1.0,1,0,False,False,False,True,False,False,False,True,False
36,technician,divorced,no,no,no,23,jul,127,-1,0,0,,0,1,0,0.0,8.849083518532339,8.0,1,0,False,False,False,True,False,False,False,True,False
43,management,married,no,yes,no,5,feb,280,-1,0,0,,1,0,0,0.0,8.831857935197906,2.0,1,0,False,False,False,True,False,False,False,True,False
45,unknown,married,no,no,no,11,aug,212,-1,0,0,,0,1,0,0.0,8.882530508433623,2.0,1,0,False,False,False,True,False,False,False,False,True
29,technician,single,no,yes,no,26,may,61,-1,0,0,,1,1,0,0.0,9.01724094201035,1.0,1,1,False,False,False,False,False,False,True,False,False
29,services,single,no,yes,no,15,may,431,-1,0,0,,1,1,0,0.0,8.834773814213882,1.0,1,1,False,False,False,False,False,False,True,False,False
40,technician,married,no,no,no,28,aug,715,-1,0,0,,0,1,0,0.0,8.84404789894249,8.0,1,0,False,False,False,True,False,False,False,True,False
31,blue-collar,single,no,yes,no,14,apr,1126,335,0,1,335.0,1,1,0,0.6931471805599453,8.917042560738766,1.0,0,0,True,False,False,True,False,False,True,False,False
29,technician,single,no,yes,yes,18,may,134,-1,0,0,,1,1,1,0.0,9.07165285220229,1.0,1,0,False,False,False,True,False,False,True,False,False
37,services,single,no,no,no,14,may,380,-1,0,0,,0,1,0,0.0,8.916908467543795,3.0,1,0,False,False,False,True,False,False,True,False,False
35,admin.,single,no,no,yes,7,jul,480,-1,0,0,,1,0,1,0.0,8.831857935197906,1.0,1,0,False,False,False,True,False,False,True,False,False
35,entrepreneur,married,no,yes,no,14,jul,227,-1,0,0,,1,1,0,0.0,9.071997422354437,2.0,1,0,False,False,False,True,False,False,False,True,False
39,services,divorced,no,yes,no,17,jul,243,-1,0,0,,1,1,0,0.0,8.872206756028303,1.0,1,0,False,False,False,True,False,False,True,False,False
28,student,single,no,yes,no,20,may,21,-1,0,0,,1,1,0,0.0,8.854093907655518,9.0,1,1,False,False,False,False,False,False,True,False,False
31,services,single,no,yes,no,13,may,168,-1,0,0,,1,1,0,0.0,8.863757191604241,2.0,1,0,False,False,False,True,False,False,True,False,False
34,housemaid,married,no,no,no,12,aug,197,-1,0,0,,0,1,0,0.0,8.954931860074698,4.0,1,0,False,False,False,True,False,False,False,True,False
31,entrepreneur,single,no,yes,no,21,jul,157,-1,0,0,,1,1,0,0.0,8.850804195756417,1.0,1,0,False,False,False,True,False,False,True,False,False
51,blue-collar,married,no,no,no,8,may,384,-1,0,0,,0,0,0,0.0,8.831857935197906,1.0,1,1,False,False,False,False,False,True,False,False,False
53,management,married,no,no,no,28,aug,51,-1,0,0,,0,1,0,0.0,8.83724564389847,9.0,1,0,False,False,False,True,False,False,False,True,False
34,admin.,single,no,yes,no,15,may,218,-1,0,0,,1,1,0,0.0,9.054037377580782,2.0,1,1,False,False,False,False,False,False,True,False,False
42,technician,married,no,no,no,27,aug,11,-1,0,0,,0,1,0,0.0,8.876684166614451,13.0,1,0,False,False,False,True,False,False,True,False,False
33,technician,married,no,yes,no,7,may,143,-1,0,0,,1,1,0,0.0,8.888480847722816,1.0,1,0,False,False,False,True,False,False,True,False,False
29,self-employed,single,no,no,no,3,feb,125,-1,0,0,,0,1,0,0.0,8.874727765766853,1.0,1,0,False,False,False,True,False,False,False,True,False
25,services,single,no,yes,no,13,may,392,-1,0,0,,1,1,0,0.0,8.886132618174951,1.0,1,1,False,False,False,False,False,False,True,False,False
42,services,married,no,yes,no,21,jul,510,-1,0,0,,1,1,0,0.0,9.005773206234908,6.0,1,0,False,False,False,True,False,False,True,False,False
46,unemployed,divorced,no,no,no,30,jul,638,-1,0,0,,0,0,0,0.0,8.831857935197906,3.0,1,0,False,False,False,True,False,False,True,False,False
52,technician,married,no,yes,no,2,jun,94,-1,0,0,,1,1,0,0.0,8.959183074206774,13.0,1,1,False,False,False,False,False,False,True,False,False
60,management,divorced,no,no,yes,14,jul,113,-1,0,0,,1,1,1,0.0,8.834919385216395,3.0,1,0,False,False,False,False,True,True,False,False,False
25,services,single,no,no,yes,7,jul,316,-1,0,0,,1,1,1,0.0,8.847934753328465,1.0,1,0,False,False,False,True,False,False,True,False,False
55,technician,single,no,no,yes,4,may,159,-1,0,0,,1,1,1,0.0,8.99317889233952,10.0,1,0,False,False,False,False,True,False,True,False,False
37,unemployed,divorced,no,no,no,25,aug,146,-1,0,0,,0,1,0,0.0,8.978912601074276,4.0,1,0,False,False,False,True,False,False,False,True,False
49,blue-collar,married,no,no,yes,30,jun,176,-1,0,0,,1,1,1,0.0,8.86488793377419,1.0,1,1,False,False,False,False,False,True,False,False,False
42,entrepreneur,married,no,yes,no,6,may,186,-1,0,0,,1,1,0,0.0,8.91018077801329,2.0,1,0,False,False,False,True,False,True,False,False,False
32,technician,single,no,yes,no,27,aug,20,-1,0,0,,1,1,0,0.0,8.850230965588816,13.0,1,0,False,False,False,True,False,False,False,True,False
43,technician,married,no,yes,no,19,nov,434,-1,0,0,,1,1,0,0.0,9.366745651140318,1.0,1,0,False,False,False,True,False,True,False,False,False
26,student,single,no,no,no,29,jan,177,-1,0,0,,0,1,0,0.0,8.945723572455398,1.0,1,0,False,False,False,True,False,False,False,False,True
41,technician,single,no,no,no,23,may,1003,-1,0,0,,0,1,0,0.0,8.836228571526014,1.0,1,1,False,False,False,False,False,False,True,False,False
30,management,single,no,no,no,19,nov,479,-1,0,0,,0,1,0,0.0,9.16502914926618,1.0,1,0,False,False,False,True,False,False,False,True,False
42,services,married,no,yes,yes,13,may,225,365,0,1,365.0,1,1,1,2.0794415416798357,8.847503625923641,2.0,0,0,True,False,False,True,False,False,True,False,False
34,blue-collar,married,no,no,no,14,may,337,-1,0,0,,0,1,0,0.0,8.912742634737025,1.0,1,1,False,False,False,False,False,False,True,False,False
20,student,single,no,yes,no,29,may,139,-1,0,0,,1,1,0,0.0,9.170871628065816,2.0,1,1,False,False,False,False,False,False,False,True,False
45,unknown,married,no,no,no,4,aug,112,-1,0,0,,0,1,0,0.0,9.17812704961153,1.0,1,0,False,False,False,True,False,False,False,False,True
58,retired,married,no,yes,no,7,may,229,-1,0,0,,1,0,1,0.0,8.783396232190894,2.0,1,0,False,False,False,True,False,False,True,False,False
51,management,married,no,yes,no,21,nov,58,-1,0,0,,1,1,0,0.0,8.832441791585824,2.0,1,0,False,False,False,True,False,False,False,True,False
55,management,married,no,no,no,28,jan,271,-1,0,0,,0,1,0,0.0,8.910315776326016,2.0,1,0,False,False,False,True,False,False,False,False,True
31,technician,single,no,yes,no,5,may,269,-1,0,0,,1,1,0,0.0,8.87066300440602,1.0,1,0,False,False,False,True,False,False,True,False,False
42,housemaid,single,no,yes,no,15,may,54,-1,0,0,,1,1,0,0.0,9.443275825752862,2.0,1,1,False,False,False,False,False,True,False,False,False
48,blue-collar,married,no,yes,no,31,jul,114,-1,0,0,,1,1,0,0.0,8.944419791305915,7.0,1,0,False,False,False,True,False,True,False,False,False
62,retired,married,no,no,no,4,aug,151,-1,0,0,,0,1,0,0.0,8.832295859444011,1.0,1,0,False,False,False,True,False,False,True,False,False
40,admin.,divorced,no,yes,yes,25,jul,53,-1,0,0,,1,1,1,0.0,8.871084263978354,4.0,1,0,False,False,False,True,False,False,True,False,False
37,management,married,no,no,no,18,jun,417,-1,0,0,,0,1,0,0.0,9.804440398934894,1.0,1,1,False,False,False,False,False,False,False,True,False
39,housemaid,divorced,no,no,no,4,jun,346,128,0,1,128.0,0,1,0,2.1972245773362196,8.842026529498812,2.0,0,0,False,False,True,True,False,False,True,False,False
34,blue-collar,married,no,yes,no,21,may,103,-1,0,0,,1,1,0,0.0,8.889308319842847,1.0,1,1,False,False,False,False,False,False,True,False,False
52,technician,married,no,yes,no,29,may,70,-1,0,0,,1,1,0,0.0,10.295664766317357,2.0,1,1,False,False,False,False,False,False,True,False,False
35,admin.,married,no,yes,no,17,jun,54,-1,0,0,,1,1,0,0.0,8.910045761473558,4.0,1,0,False,False,False,True,False,False,True,False,False
56,admin.,married,no,yes,yes,6,feb,15,190,0,1,190.0,1,1,1,3.332204510175204,9.036344063928219,6.0,0,0,False,True,False,True,False,False,True,False,False
37,blue-collar,married,no,no,yes,8,jul,336,-1,0,0,,1,1,1,0.0,8.844768827529695,4.0,1,0,False,False,False,False,True,True,False,False,False
35,blue-collar,married,no,yes,no,15,apr,244,-1,0,0,,1,1,0,0.0,8.894670262984233,3.0,1,0,False,False,False,True,False,False,True,False,False
31,student,single,no,no,no,28,jun,150,-1,0,0,,0,1,0,0.0,9.375854810453756,3.0,1,0,False,False,False,True,False,False,False,True,False
42,admin.,single,no,yes,no,4,feb,98,266,0,1,266.0,1,1,0,1.3862943611198906,8.836228571526014,1.0,0,0,True,False,False,True,False,False,True,False,False
